Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2014,12,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PARENTS AND CHILDREN TOGETHER,223831,S0072354,Check,6/10/14 0:00,Paid,"$54,466.71 "
2014,12,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PARENTS AND CHILDREN TOGETHER,223831,S0072354,Check,6/10/14 0:00,Paid,"$71,629.10 "
2014,10,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PARTNERS IN DEVELOPMENT,284478,G0076736,Check,4/7/14 0:00,Paid,"$44,133.60 "
2015,4,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0029761,Check,10/6/14 0:00,Paid,"$51,384.00 "
2015,4,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0029761,Check,10/6/14 0:00,Paid,"$59,722.00 "
2015,5,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0040404,Check,11/13/14 0:00,Paid,"$26,343.00 "
2014,7,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0052714,Check,1/13/14 0:00,Paid,"$44,277.00 "
2015,6,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0054129,Check,12/19/14 0:00,Paid,"$42,701.00 "
2014,8,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0060855,Check,2/11/14 0:00,Paid,"$89,500.00 "
2014,9,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,G0070633,Check,3/14/14 0:00,Paid,"$60,000.00 "
2014,7,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PLANNED PARENTHOOD OF HAWAII,220013,S0040578,Check,1/14/14 0:00,Paid,"$45,475.00 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0002219,Check,7/11/14 0:00,Paid,"$36,463.00 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0009848,Check,8/4/14 0:00,Paid,"$45,102.74 "
2015,1,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0009848,Check,8/4/14 0:00,Paid,"$46,047.30 "
2015,2,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0014729,Check,8/22/14 0:00,Paid,"$93,983.72 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0021006,Check,9/4/14 0:00,Paid,"$37,180.00 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0022641,Check,9/10/14 0:00,Paid,"$87,844.08 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0027451,Check,9/26/14 0:00,Paid,"$35,070.00 "
2015,3,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0028988,Check,10/1/14 0:00,Paid,"$55,492.90 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0032791,Check,10/14/14 0:00,Paid,"$37,676.00 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0034757,Check,10/21/14 0:00,Paid,"$28,971.00 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0036037,Check,10/27/14 0:00,Paid,"$76,509.36 "
2015,5,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0042071,Check,11/20/14 0:00,Paid,"$64,466.22 "
2015,5,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0047760,Check,11/26/14 0:00,Paid,"$35,421.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0052841,Check,1/13/14 0:00,Paid,"$27,864.52 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0052841,Check,1/13/14 0:00,Paid,"$36,076.00 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0055921,Check,12/24/14 0:00,Paid,"$51,006.24 "
2015,6,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0056646,Check,12/29/14 0:00,Paid,"$40,143.80 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0058788,Check,1/31/14 0:00,Paid,"$36,250.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0058788,Check,1/31/14 0:00,Paid,"$44,394.32 "
2014,8,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0060444,Check,2/7/14 0:00,Paid,"$42,269.06 "
2014,8,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0062281,Check,2/18/14 0:00,Paid,"$27,260.00 "
2014,8,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0062281,Check,2/18/14 0:00,Paid,"$41,324.50 "
2014,9,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0070835,Check,3/14/14 0:00,Paid,"$59,507.28 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0078570,Check,4/11/14 0:00,Paid,"$27,263.00 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0078570,Check,4/11/14 0:00,Paid,"$32,124.00 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0080803,Check,4/22/14 0:00,Paid,"$87,135.66 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0083050,Check,4/30/14 0:00,Paid,"$36,726.00 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0092897,Check,6/3/14 0:00,Paid,"$28,563.78 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0092897,Check,6/3/14 0:00,Paid,"$67,781.34 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PO'AILANI, INC.",308677,G0094087,Check,6/6/14 0:00,Paid,"$39,240.00 "
2014,11,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PRIETO, GLORIA ALBANO",294179,G0088662,Check,5/19/14 0:00,Paid,"$37,727.10 "
2015,1,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0002851,Check,7/23/14 0:00,Paid,"$31,195.01 "
2015,2,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0010135,Check,8/26/14 0:00,Paid,"$36,480.57 "
2015,3,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0016181,Check,9/19/14 0:00,Paid,"$38,015.10 "
2015,4,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0023645,Check,10/24/14 0:00,Paid,"$35,659.00 "
2015,5,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0029127,Check,11/20/14 0:00,Paid,"$39,362.01 "
2014,7,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0040499,Check,1/13/14 0:00,Paid,"$41,167.98 "
2014,8,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0046887,Check,2/12/14 0:00,Paid,"$38,546.32 "
2014,9,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0058125,Check,4/3/14 0:00,Paid,"$86,178.23 "
2014,9,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0058125,Check,4/3/14 0:00,Paid,"$99,859.96 "
2014,11,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0067318,Check,5/20/14 0:00,Paid,"$64,417.51 "
2014,12,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0075100,Check,6/24/14 0:00,Paid,"$32,618.41 "
2014,12,HEALTH                                                      ,HTH100,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"PROCARE PHARMACY, LLC",280901,S0075100,Check,6/24/14 0:00,Paid,"$56,121.27 "
2014,8,HEALTH                                                      ,HTH907,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,PROJECT VISION HAWAII,329442,G0064590,Check,2/25/14 0:00,Paid,"$51,000.00 "
2015,2,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0019714,Check,8/28/14 0:00,Paid,"$81,250.00 "
2015,3,HEALTH                                                      ,HTH560,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0021424,Check,9/8/14 0:00,Paid,"$33,155.00 "
2015,4,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0033396,Check,10/15/14 0:00,Paid,"$39,104.00 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0038008,Check,10/31/14 0:00,Paid,"$25,750.00 "
2015,4,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0038008,Check,10/31/14 0:00,Paid,"$34,500.00 "
2015,5,HEALTH                                                      ,HTH501,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0040414,Check,11/13/14 0:00,Paid,"$64,134.00 "
2015,5,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0040562,Check,11/13/14 0:00,Paid,"$49,088.00 "
2014,7,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0051536,Check,1/8/14 0:00,Paid,"$103,168.00 "
2014,7,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0053554,Check,1/14/14 0:00,Paid,"$29,952.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0054517,Check,1/17/14 0:00,Paid,"$27,000.00 "
2014,7,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0054517,Check,1/17/14 0:00,Paid,"$40,750.00 "
2014,8,HEALTH                                                      ,HTH501,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0063531,Check,2/20/14 0:00,Paid,"$42,427.00 "
2014,11,HEALTH                                                      ,HTH501,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0084624,Check,5/6/14 0:00,Paid,"$43,047.00 "
2014,12,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,G0100566,Check,6/26/14 0:00,Paid,"$32,750.00 "
2015,1,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0001041,Check,7/9/14 0:00,Paid,"$68,224.00 "
2015,1,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0001282,Check,7/14/14 0:00,Paid,"$27,456.00 "
2015,1,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0001935,Check,7/17/14 0:00,Paid,"$42,432.00 "
2015,2,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0009079,Check,8/20/14 0:00,Paid,"$79,040.00 "
2015,3,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0014833,Check,9/12/14 0:00,Paid,"$61,568.00 "
2015,6,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0034325,Check,12/15/14 0:00,Paid,"$111,488.00 "
2015,6,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0036522,Check,12/24/14 0:00,Paid,"$29,952.00 "
2014,8,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0046651,Check,2/11/14 0:00,Paid,"$186,368.00 "
2014,8,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0048086,Check,2/20/14 0:00,Paid,"$51,584.00 "
2014,9,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0057204,Check,3/28/14 0:00,Paid,"$188,864.00 "
2014,9,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0058123,Check,4/3/14 0:00,Paid,"$87,360.00 "
2014,10,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0058866,Check,4/9/14 0:00,Paid,"$53,248.00 "
2014,10,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0060794,Check,4/21/14 0:00,Paid,"$30,784.00 "
2014,11,HEALTH                                                      ,HTH501,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0068404,Check,5/27/14 0:00,Paid,"$34,078.10 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0071824,Check,6/6/14 0:00,Paid,"$33,240.00 "
2014,12,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0072560,Check,6/10/14 0:00,Paid,"$114,816.00 "
2014,12,HEALTH                                                      ,HTH460,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"QUEEN'S MEDICAL CENTER, THE",32070,S0074481,Check,6/20/14 0:00,Paid,"$37,440.00 "
2014,10,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"RAGUINDIN, BELMA A",312395,G0081012,Check,4/23/14 0:00,Paid,"$56,487.14 "
2014,9,HEALTH                                                      ,HTH420,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"RAMIRO, JEAN REYES",298299,G0071533,Check,3/19/14 0:00,Paid,"$46,905.74 "
2015,1,HEALTH                                                      ,HTH840,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,RURAL COMMUNITY ASSISTANCE,248829,S0002785,Check,7/23/14 0:00,Paid,"$62,500.00 "
2015,4,HEALTH                                                      ,HTH840,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,RURAL COMMUNITY ASSISTANCE,248829,S0026459,Check,10/31/14 0:00,Paid,"$62,500.00 "
2014,7,HEALTH                                                      ,HTH840,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,RURAL COMMUNITY ASSISTANCE,248829,S0042859,Check,1/28/14 0:00,Paid,"$62,500.00 "
2014,10,HEALTH                                                      ,HTH840,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,RURAL COMMUNITY ASSISTANCE,248829,S0063767,Check,4/30/14 0:00,Paid,"$62,500.00 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0000340,Check,7/2/14 0:00,Paid,"$29,610.00 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0000340,Check,7/2/14 0:00,Paid,"$57,090.00 "
2015,1,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0004346,Check,7/22/14 0:00,Paid,"$128,429.00 "
2015,1,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0007081,Check,7/25/14 0:00,Paid,"$83,964.00 "
2015,2,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0020338,Check,9/2/14 0:00,Paid,"$122,959.00 "
2015,3,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0029212,Check,10/2/14 0:00,Paid,"$143,978.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0033938,Check,10/17/14 0:00,Paid,"$137,567.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0034569,Check,10/21/14 0:00,Paid,"$101,536.00 "
2015,5,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0047954,Check,11/28/14 0:00,Paid,"$52,470.00 "
2015,5,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0047956,Check,11/28/14 0:00,Paid,"$158,426.00 "
2015,6,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0049836,Check,12/4/14 0:00,Paid,"$136,100.00 "
2015,6,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0053085,Check,12/16/14 0:00,Paid,"$57,614.00 "
2015,6,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0053085,Check,12/16/14 0:00,Paid,"$147,492.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0054082,Check,1/16/14 0:00,Paid,"$83,541.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0057688,Check,1/30/14 0:00,Paid,"$51,798.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0059134,Check,2/4/14 0:00,Paid,"$145,567.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0059300,Check,2/4/14 0:00,Paid,"$126,068.84 "
2014,8,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0061978,Check,2/14/14 0:00,Paid,"$34,892.00 "
2014,8,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0066240,Check,3/3/14 0:00,Paid,"$138,168.00 "
2014,9,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0070975,Check,3/17/14 0:00,Paid,"$34,310.00 "
2014,9,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0075952,Check,4/2/14 0:00,Paid,"$116,330.00 "
2014,10,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0080025,Check,4/17/14 0:00,Paid,"$45,476.00 "
2014,10,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0084924,Check,5/7/14 0:00,Paid,"$123,491.00 "
2014,11,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0089514,Check,5/22/14 0:00,Paid,"$54,980.00 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0096302,Check,6/16/14 0:00,Paid,"$72,390.00 "
2014,12,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,G0096894,Check,6/17/14 0:00,Paid,"$74,148.00 "
2015,1,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0003105,Check,7/24/14 0:00,Paid,"$103,488.00 "
2015,2,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0010347,Check,8/27/14 0:00,Paid,"$106,626.00 "
2015,3,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0017365,Check,9/26/14 0:00,Paid,"$108,574.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0022877,Check,10/21/14 0:00,Paid,"$27,928.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0026632,Check,11/3/14 0:00,Paid,"$73,644.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0026632,Check,11/3/14 0:00,Paid,"$80,284.00 "
2015,4,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0026632,Check,11/3/14 0:00,Paid,"$91,340.00 "
2015,6,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0034655,Check,12/16/14 0:00,Paid,"$29,817.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0042526,Check,1/24/14 0:00,Paid,"$132,138.16 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0042526,Check,1/24/14 0:00,Paid,"$150,181.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0042526,Check,1/24/14 0:00,Paid,"$160,193.42 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0046190,Check,2/7/14 0:00,Paid,"$36,800.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0046190,Check,2/7/14 0:00,Paid,"$40,200.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0046190,Check,2/7/14 0:00,Paid,"$40,908.00 "
2014,7,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0046190,Check,2/7/14 0:00,Paid,"$147,092.00 "
2014,8,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0048528,Check,2/24/14 0:00,Paid,"$144,190.00 "
2014,9,HEALTH                                                      ,HTH440,OTHER NON-STATE EMP SVS ON A FEE BASIS            ,,"SALVATION ARMY, THE",111734,S0054634,Check,3/21/14 0:00,Paid,"$124,816.00 "
